Depart,Destination,Drive-up,Vessel,timestamp
01:10 PM,Bainbridge Island,190 Spaces,Wenatchee,2/10/2026 12:36:46 PM
02:05 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
02:50 PM,Bremerton,140 Spaces,Chimacum,2/10/2026 12:36:46 PM
03:00 PM,Bainbridge Island,197 Spaces,Wenatchee,2/10/2026 12:36:46 PM
03:50 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
04:45 PM,Bainbridge Island,197 Spaces,Wenatchee,2/10/2026 12:36:46 PM
05:30 PM,Bremerton,141 Spaces,Chimacum,2/10/2026 12:36:46 PM
05:45 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
06:30 PM,Bainbridge Island,197 Spaces,Wenatchee,2/10/2026 12:36:46 PM
07:30 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
07:50 PM,Bremerton,141 Spaces,Chimacum,2/10/2026 12:36:46 PM
08:15 PM,Bainbridge Island,197 Spaces,Wenatchee,2/10/2026 12:36:46 PM
09:20 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
10:05 PM,Bainbridge Island,197 Spaces,Wenatchee,2/10/2026 12:36:46 PM
10:30 PM,Bremerton,141 Spaces,Chimacum,2/10/2026 12:36:46 PM
10:50 PM,Bainbridge Island,197 Spaces,Tacoma,2/10/2026 12:36:46 PM
