Depart,Destination,Drive-up,Vessel,timestamp
03:15 PM,Kingston,53 Spaces,Puyallup,8/12/2026 2:57:51 PM
03:55 PM,Kingston,186 Spaces,Spokane,8/12/2026 2:57:51 PM
04:45 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
05:25 PM,Kingston,186 Spaces,Spokane,8/12/2026 2:57:51 PM
06:15 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
07:00 PM,Kingston,186 Spaces,Spokane,8/12/2026 2:57:51 PM
07:40 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
08:30 PM,Kingston,186 Spaces,Spokane,8/12/2026 2:57:51 PM
09:05 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
10:25 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
11:45 PM,Kingston,197 Spaces,Puyallup,8/12/2026 2:57:51 PM
