Depart,Destination,Drive-up,Vessel,timestamp
10:20 AM,Edmonds,21 Spaces,Spokane,6/27/2026 10:17:24 AM
11:05 AM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
11:55 AM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
12:45 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
01:30 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
02:30 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
03:10 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
04:00 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
04:40 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
05:30 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
06:10 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
07:00 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
07:45 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
08:20 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
09:10 PM,Edmonds,186 Spaces,Spokane,6/27/2026 10:17:24 AM
09:40 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
11:10 PM,Edmonds,197 Spaces,Puyallup,6/27/2026 10:17:24 AM
