Depart,Destination,Drive-up,Vessel,timestamp
02:30 PM,Edmonds,170 Spaces,Walla Walla,6/19/2026 1:38:09 PM
03:10 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
04:00 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
04:40 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
05:30 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
06:10 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
07:00 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
07:45 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
08:20 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
09:10 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
09:40 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
10:30 PM,Edmonds,186 Spaces,Spokane,6/19/2026 1:38:09 PM
11:10 PM,Edmonds,186 Spaces,Walla Walla,6/19/2026 1:38:09 PM
