Depart,Destination,Drive-up,Vessel,timestamp
02:30 PM,Edmonds,74 Spaces,Spokane,3/20/2026 2:14:34 PM
03:10 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
04:00 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
04:40 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
05:30 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
06:10 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
07:00 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
07:45 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
08:20 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
09:10 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
09:40 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
10:30 PM,Edmonds,186 Spaces,Walla Walla,3/20/2026 2:14:34 PM
11:10 PM,Edmonds,186 Spaces,Spokane,3/20/2026 2:14:34 PM
