Depart,Destination,Drive-up,Vessel,timestamp
07:55 AM,Bainbridge Island,94 Spaces,Puyallup,4/18/2026 7:53:02 AM
08:35 AM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
08:55 AM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
09:35 AM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
10:00 AM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
10:40 AM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
11:10 AM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
11:25 AM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
12:20 PM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
12:30 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
01:15 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
01:30 PM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
02:10 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
02:50 PM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
03:05 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
03:50 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
04:15 PM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
04:45 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
05:30 PM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
05:35 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
06:25 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
06:45 PM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
07:20 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
07:50 PM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
08:10 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
09:00 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
09:05 PM,Bremerton,139 Spaces,Kaleetan,4/18/2026 7:53:02 AM
09:45 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
10:30 PM,Bremerton,141 Spaces,Chimacum,4/18/2026 7:53:02 AM
10:40 PM,Bainbridge Island,197 Spaces,Tacoma,4/18/2026 7:53:02 AM
11:15 PM,Bainbridge Island,197 Spaces,Puyallup,4/18/2026 7:53:02 AM
