Depart,Destination,Drive-up,Vessel,timestamp
11:55 AM,Kingston,85 Spaces,Walla Walla,6/18/2026 11:24:38 AM
12:40 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
01:35 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
02:25 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
03:15 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
03:55 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
04:45 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
05:25 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
06:15 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
07:00 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
07:40 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
08:30 PM,Kingston,186 Spaces,Spokane,6/18/2026 11:24:38 AM
09:05 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
10:25 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
11:45 PM,Kingston,186 Spaces,Walla Walla,6/18/2026 11:24:38 AM
