Depart,Destination,Drive-up,Vessel,timestamp
06:30 PM,Bainbridge Island,106 Spaces,Tacoma,6/4/2026 6:25:01 PM
06:45 PM,Bremerton,103 Spaces,Kitsap,6/4/2026 6:25:01 PM
07:30 PM,Bainbridge Island,197 Spaces,Wenatchee,6/4/2026 6:25:01 PM
07:50 PM,Bremerton,197 Spaces,Puyallup,6/4/2026 6:25:01 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,6/4/2026 6:25:01 PM
09:05 PM,Bremerton,120 Spaces,Kitsap,6/4/2026 6:25:01 PM
09:20 PM,Bainbridge Island,197 Spaces,Wenatchee,6/4/2026 6:25:01 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,6/4/2026 6:25:01 PM
10:30 PM,Bremerton,197 Spaces,Puyallup,6/4/2026 6:25:01 PM
10:50 PM,Bainbridge Island,197 Spaces,Wenatchee,6/4/2026 6:25:01 PM
12:15 AM,Bainbridge Island,197 Spaces,Wenatchee,6/4/2026 6:25:01 PM
12:50 AM,Bremerton,197 Spaces,Puyallup,6/4/2026 6:25:01 PM
01:35 AM,Bainbridge Island,197 Spaces,Wenatchee,6/4/2026 6:25:01 PM
