Depart,Destination,Drive-up,Vessel,timestamp
01:20 PM,Seattle,58 Spaces,Tacoma,2/8/2026 1:16:45 PM
02:10 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
03:00 PM,Seattle,197 Spaces,Tacoma,2/8/2026 1:16:45 PM
03:55 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
04:40 PM,Seattle,197 Spaces,Tacoma,2/8/2026 1:16:45 PM
05:35 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
06:30 PM,Seattle,197 Spaces,Tacoma,2/8/2026 1:16:45 PM
07:15 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
08:10 PM,Seattle,197 Spaces,Tacoma,2/8/2026 1:16:45 PM
08:55 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
09:45 PM,Seattle,197 Spaces,Tacoma,2/8/2026 1:16:45 PM
10:30 PM,Seattle,197 Spaces,Wenatchee,2/8/2026 1:16:45 PM
