Depart,Destination,Drive-up,Vessel,timestamp
01:35 PM,Kingston,64 Spaces,Puyallup,6/25/2026 1:12:18 PM
02:25 PM,Kingston,186 Spaces,Spokane,6/25/2026 1:12:18 PM
03:15 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
03:55 PM,Kingston,186 Spaces,Spokane,6/25/2026 1:12:18 PM
04:45 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
05:25 PM,Kingston,186 Spaces,Spokane,6/25/2026 1:12:18 PM
06:15 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
07:00 PM,Kingston,186 Spaces,Spokane,6/25/2026 1:12:18 PM
07:40 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
08:30 PM,Kingston,186 Spaces,Spokane,6/25/2026 1:12:18 PM
09:05 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
10:25 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
11:45 PM,Kingston,197 Spaces,Puyallup,6/25/2026 1:12:18 PM
