Depart,Destination,Drive-up,Vessel,timestamp
03:10 PM,Edmonds,9 Spaces,Puyallup,7/17/2026 2:55:41 PM
04:00 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
04:40 PM,Edmonds,197 Spaces,Puyallup,7/17/2026 2:55:41 PM
05:30 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
06:10 PM,Edmonds,197 Spaces,Puyallup,7/17/2026 2:55:41 PM
07:00 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
07:45 PM,Edmonds,197 Spaces,Puyallup,7/17/2026 2:55:41 PM
08:20 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
09:10 PM,Edmonds,197 Spaces,Puyallup,7/17/2026 2:55:41 PM
09:40 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
10:30 PM,Edmonds,197 Spaces,Puyallup,7/17/2026 2:55:41 PM
11:10 PM,Edmonds,186 Spaces,Spokane,7/17/2026 2:55:41 PM
