Depart,Destination,Drive-up,Vessel,timestamp
02:25 PM,Kingston,91 Spaces,Spokane,4/20/2026 2:14:08 PM
03:15 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
03:55 PM,Kingston,186 Spaces,Spokane,4/20/2026 2:14:08 PM
04:45 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
05:25 PM,Kingston,186 Spaces,Spokane,4/20/2026 2:14:08 PM
06:15 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
07:00 PM,Kingston,186 Spaces,Spokane,4/20/2026 2:14:08 PM
07:40 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
08:30 PM,Kingston,186 Spaces,Spokane,4/20/2026 2:14:08 PM
09:05 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
10:25 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
11:45 PM,Kingston,186 Spaces,Walla Walla,4/20/2026 2:14:08 PM
