Depart,Destination,Drive-up,Vessel,timestamp
05:20 AM,Seattle,189 Spaces,Puyallup,3/14/2026 5:03:08 AM
07:05 AM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
07:55 AM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
08:45 AM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
09:45 AM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
10:25 AM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
11:35 AM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
12:20 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
01:20 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
02:10 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
03:00 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
03:55 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
04:40 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
05:35 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
06:30 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
07:15 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
08:10 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
08:55 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
09:45 PM,Seattle,197 Spaces,Wenatchee,3/14/2026 5:03:08 AM
10:30 PM,Seattle,197 Spaces,Puyallup,3/14/2026 5:03:08 AM
