Depart,Destination,Drive-up,Vessel,timestamp
01:10 PM,Bainbridge Island,173 Spaces,Wenatchee,6/2/2026 12:39:20 PM
01:30 PM,Bremerton,113 Spaces,Kitsap,6/2/2026 12:39:20 PM
02:05 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
02:50 PM,Bremerton,197 Spaces,Puyallup,6/2/2026 12:39:20 PM
03:00 PM,Bainbridge Island,197 Spaces,Wenatchee,6/2/2026 12:39:20 PM
03:50 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
04:15 PM,Bremerton,120 Spaces,Kitsap,6/2/2026 12:39:20 PM
04:45 PM,Bainbridge Island,197 Spaces,Wenatchee,6/2/2026 12:39:20 PM
05:30 PM,Bremerton,197 Spaces,Puyallup,6/2/2026 12:39:20 PM
05:45 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
06:30 PM,Bainbridge Island,197 Spaces,Wenatchee,6/2/2026 12:39:20 PM
06:45 PM,Bremerton,120 Spaces,Kitsap,6/2/2026 12:39:20 PM
07:30 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
07:50 PM,Bremerton,197 Spaces,Puyallup,6/2/2026 12:39:20 PM
08:15 PM,Bainbridge Island,197 Spaces,Wenatchee,6/2/2026 12:39:20 PM
09:05 PM,Bremerton,120 Spaces,Kitsap,6/2/2026 12:39:20 PM
09:20 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
10:05 PM,Bainbridge Island,197 Spaces,Wenatchee,6/2/2026 12:39:20 PM
10:30 PM,Bremerton,197 Spaces,Puyallup,6/2/2026 12:39:20 PM
10:50 PM,Bainbridge Island,197 Spaces,Tacoma,6/2/2026 12:39:20 PM
