Depart,Destination,Drive-up,Vessel,timestamp
04:45 PM,Bainbridge Island,68 Spaces,Tacoma,4/10/2026 4:26:24 PM
05:30 PM,Bremerton,136 Spaces,Kaleetan,4/10/2026 4:26:24 PM
05:45 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 4:26:24 PM
06:30 PM,Bainbridge Island,197 Spaces,Tacoma,4/10/2026 4:26:24 PM
06:45 PM,Bremerton,120 Spaces,Issaquah,4/10/2026 4:26:24 PM
07:30 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 4:26:24 PM
07:50 PM,Bremerton,139 Spaces,Kaleetan,4/10/2026 4:26:24 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,4/10/2026 4:26:24 PM
09:05 PM,Bremerton,120 Spaces,Issaquah,4/10/2026 4:26:24 PM
09:20 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 4:26:24 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,4/10/2026 4:26:24 PM
10:30 PM,Bremerton,139 Spaces,Kaleetan,4/10/2026 4:26:24 PM
10:50 PM,Bainbridge Island,197 Spaces,Puyallup,4/10/2026 4:26:24 PM
