Depart,Destination,Drive-up,Vessel,timestamp
12:20 PM,Seattle,188 Spaces,Tacoma,8/1/2026 11:48:48 AM
01:20 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
02:10 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
03:00 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
03:55 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
04:40 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
05:35 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
06:30 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
07:15 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
08:10 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
08:55 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
09:45 PM,Seattle,197 Spaces,Wenatchee,8/1/2026 11:48:48 AM
10:30 PM,Seattle,197 Spaces,Tacoma,8/1/2026 11:48:48 AM
