Depart,Destination,Drive-up,Vessel,timestamp
12:45 PM,Edmonds,181 Spaces,Spokane,5/9/2026 11:59:31 AM
01:30 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
02:30 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
03:10 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
04:00 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
04:40 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
05:30 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
06:10 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
07:00 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
07:45 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
08:20 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
09:10 PM,Edmonds,186 Spaces,Walla Walla,5/9/2026 11:59:31 AM
09:40 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
11:10 PM,Edmonds,186 Spaces,Spokane,5/9/2026 11:59:31 AM
