Depart,Destination,Drive-up,Vessel,timestamp
07:30 PM,Bainbridge Island,187 Spaces,Puyallup,3/30/2026 6:42:44 PM
07:50 PM,Bremerton,136 Spaces,Kaleetan,3/30/2026 6:42:44 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,3/30/2026 6:42:44 PM
08:50 PM,Bremerton,62 Spaces,Salish,3/30/2026 6:42:44 PM
09:20 PM,Bainbridge Island,197 Spaces,Puyallup,3/30/2026 6:42:44 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,3/30/2026 6:42:44 PM
10:30 PM,Bremerton,139 Spaces,Kaleetan,3/30/2026 6:42:44 PM
10:50 PM,Bainbridge Island,197 Spaces,Puyallup,3/30/2026 6:42:44 PM
12:15 AM,Bainbridge Island,197 Spaces,Puyallup,3/30/2026 6:42:44 PM
12:50 AM,Bremerton,139 Spaces,Kaleetan,3/30/2026 6:42:44 PM
01:35 AM,Bainbridge Island,197 Spaces,Puyallup,3/30/2026 6:42:44 PM
