Depart,Destination,Drive-up,Vessel,timestamp
12:20 PM,Bremerton,130 Spaces,Chimacum,2/3/2026 11:52:50 AM
12:25 PM,Bainbridge Island,168 Spaces,Wenatchee,2/3/2026 11:52:50 AM
01:10 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
02:05 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
02:50 PM,Bremerton,141 Spaces,Chimacum,2/3/2026 11:52:50 AM
03:00 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
03:50 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
04:45 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
05:30 PM,Bremerton,141 Spaces,Chimacum,2/3/2026 11:52:50 AM
05:45 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
06:30 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
07:30 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
07:50 PM,Bremerton,141 Spaces,Chimacum,2/3/2026 11:52:50 AM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
09:20 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,2/3/2026 11:52:50 AM
10:30 PM,Bremerton,141 Spaces,Chimacum,2/3/2026 11:52:50 AM
10:50 PM,Bainbridge Island,197 Spaces,Wenatchee,2/3/2026 11:52:50 AM
