Depart,Destination,Drive-up,Vessel,timestamp
03:05 PM,Bainbridge Island,0 Spaces,Wenatchee,3/22/2026 3:03:06 PM
03:50 PM,Bainbridge Island,190 Spaces,Puyallup,3/22/2026 3:03:06 PM
04:15 PM,Bremerton,56 Spaces,Salish,3/22/2026 3:03:06 PM
04:45 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 3:03:06 PM
05:30 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 3:03:06 PM
05:35 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 3:03:06 PM
06:25 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 3:03:06 PM
07:20 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 3:03:06 PM
07:50 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 3:03:06 PM
08:10 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 3:03:06 PM
08:50 PM,Bremerton,62 Spaces,Salish,3/22/2026 3:03:06 PM
09:00 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 3:03:06 PM
09:45 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 3:03:06 PM
10:30 PM,Bremerton,139 Spaces,Kaleetan,3/22/2026 3:03:06 PM
10:40 PM,Bainbridge Island,197 Spaces,Puyallup,3/22/2026 3:03:06 PM
11:15 PM,Bainbridge Island,197 Spaces,Wenatchee,3/22/2026 3:03:06 PM
