Depart,Destination,Drive-up,Vessel,timestamp
06:25 PM,Bainbridge Island,156 Spaces,Tacoma,4/12/2026 6:07:15 PM
06:45 PM,Bremerton,131 Spaces,Kaleetan,4/12/2026 6:07:15 PM
07:20 PM,Bainbridge Island,197 Spaces,Puyallup,4/12/2026 6:07:15 PM
07:50 PM,Bremerton,141 Spaces,Chimacum,4/12/2026 6:07:15 PM
08:10 PM,Bainbridge Island,197 Spaces,Tacoma,4/12/2026 6:07:15 PM
09:00 PM,Bainbridge Island,197 Spaces,Puyallup,4/12/2026 6:07:15 PM
09:45 PM,Bainbridge Island,197 Spaces,Tacoma,4/12/2026 6:07:15 PM
10:30 PM,Bremerton,141 Spaces,Chimacum,4/12/2026 6:07:15 PM
10:40 PM,Bainbridge Island,197 Spaces,Puyallup,4/12/2026 6:07:15 PM
11:15 PM,Bainbridge Island,197 Spaces,Tacoma,4/12/2026 6:07:15 PM
12:45 AM,Bainbridge Island,197 Spaces,Tacoma,4/12/2026 6:07:15 PM
12:50 AM,Bremerton,141 Spaces,Chimacum,4/12/2026 6:07:15 PM
02:10 AM,Bainbridge Island,197 Spaces,Tacoma,4/12/2026 6:07:15 PM
