Depart,Destination,Drive-up,Vessel,timestamp
05:25 PM,Kingston,83 Spaces,Spokane,5/22/2026 5:08:04 PM
06:15 PM,Kingston,186 Spaces,Walla Walla,5/22/2026 5:08:04 PM
07:00 PM,Kingston,186 Spaces,Spokane,5/22/2026 5:08:04 PM
07:40 PM,Kingston,186 Spaces,Walla Walla,5/22/2026 5:08:04 PM
08:30 PM,Kingston,186 Spaces,Spokane,5/22/2026 5:08:04 PM
09:05 PM,Kingston,186 Spaces,Walla Walla,5/22/2026 5:08:04 PM
09:50 PM,Kingston,186 Spaces,Spokane,5/22/2026 5:08:04 PM
10:25 PM,Kingston,186 Spaces,Walla Walla,5/22/2026 5:08:04 PM
11:10 PM,Kingston,186 Spaces,Spokane,5/22/2026 5:08:04 PM
11:45 PM,Kingston,186 Spaces,Walla Walla,5/22/2026 5:08:04 PM
