Depart,Destination,Drive-up,Vessel,timestamp
08:35 AM,Bremerton,85 Spaces,Sealth,1/31/2026 8:16:20 AM
08:55 AM,Bainbridge Island,181 Spaces,Wenatchee,1/31/2026 8:16:20 AM
09:35 AM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
10:00 AM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
10:40 AM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
11:10 AM,Bremerton,89 Spaces,Sealth,1/31/2026 8:16:20 AM
11:25 AM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
12:20 PM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
12:30 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
01:15 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
01:30 PM,Bremerton,89 Spaces,Sealth,1/31/2026 8:16:20 AM
02:10 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
02:50 PM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
03:05 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
03:50 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
04:15 PM,Bremerton,89 Spaces,Sealth,1/31/2026 8:16:20 AM
04:45 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
05:30 PM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
05:35 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
06:25 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
06:45 PM,Bremerton,89 Spaces,Sealth,1/31/2026 8:16:20 AM
07:20 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
07:50 PM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
08:10 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
09:00 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
09:05 PM,Bremerton,89 Spaces,Sealth,1/31/2026 8:16:20 AM
09:45 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
10:30 PM,Bremerton,141 Spaces,Chimacum,1/31/2026 8:16:20 AM
10:40 PM,Bainbridge Island,197 Spaces,Wenatchee,1/31/2026 8:16:20 AM
11:15 PM,Bainbridge Island,197 Spaces,Tacoma,1/31/2026 8:16:20 AM
