Depart,Destination,Drive-up,Vessel,timestamp
03:10 PM,Edmonds,56 Spaces,Walla Walla,5/4/2026 3:06:51 PM
04:00 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
04:40 PM,Edmonds,186 Spaces,Walla Walla,5/4/2026 3:06:51 PM
05:30 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
06:10 PM,Edmonds,186 Spaces,Walla Walla,5/4/2026 3:06:51 PM
07:00 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
07:45 PM,Edmonds,186 Spaces,Walla Walla,5/4/2026 3:06:51 PM
08:20 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
09:40 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
11:10 PM,Edmonds,186 Spaces,Spokane,5/4/2026 3:06:51 PM
