Depart,Destination,Drive-up,Vessel,timestamp
03:50 PM,Bainbridge Island,0 Spaces,Wenatchee,8/14/2026 3:49:13 PM
04:15 PM,Bremerton,50 Spaces,Kaleetan,8/14/2026 3:49:13 PM
04:45 PM,Bainbridge Island,0 Spaces,Tacoma,8/14/2026 3:49:13 PM
05:30 PM,Bremerton,141 Spaces,Chimacum,8/14/2026 3:49:13 PM
05:45 PM,Bainbridge Island,184 Spaces,Wenatchee,8/14/2026 3:49:13 PM
06:30 PM,Bainbridge Island,197 Spaces,Tacoma,8/14/2026 3:49:13 PM
06:45 PM,Bremerton,139 Spaces,Kaleetan,8/14/2026 3:49:13 PM
07:30 PM,Bainbridge Island,197 Spaces,Wenatchee,8/14/2026 3:49:13 PM
07:50 PM,Bremerton,141 Spaces,Chimacum,8/14/2026 3:49:13 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,8/14/2026 3:49:13 PM
09:05 PM,Bremerton,139 Spaces,Kaleetan,8/14/2026 3:49:13 PM
09:20 PM,Bainbridge Island,197 Spaces,Wenatchee,8/14/2026 3:49:13 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,8/14/2026 3:49:13 PM
10:30 PM,Bremerton,141 Spaces,Chimacum,8/14/2026 3:49:13 PM
10:50 PM,Bainbridge Island,197 Spaces,Wenatchee,8/14/2026 3:49:13 PM
