Depart,Destination,Drive-up,Vessel,timestamp
05:30 PM,Bremerton,81 Spaces,Chimacum,4/24/2026 5:08:31 PM
05:45 PM,Bainbridge Island,75 Spaces,Puyallup,4/24/2026 5:08:31 PM
06:30 PM,Bainbridge Island,197 Spaces,Tacoma,4/24/2026 5:08:31 PM
06:45 PM,Bremerton,139 Spaces,Kaleetan,4/24/2026 5:08:31 PM
07:30 PM,Bainbridge Island,197 Spaces,Puyallup,4/24/2026 5:08:31 PM
07:50 PM,Bremerton,141 Spaces,Chimacum,4/24/2026 5:08:31 PM
08:15 PM,Bainbridge Island,197 Spaces,Tacoma,4/24/2026 5:08:31 PM
09:05 PM,Bremerton,139 Spaces,Kaleetan,4/24/2026 5:08:31 PM
09:20 PM,Bainbridge Island,197 Spaces,Puyallup,4/24/2026 5:08:31 PM
10:05 PM,Bainbridge Island,197 Spaces,Tacoma,4/24/2026 5:08:31 PM
10:30 PM,Bremerton,141 Spaces,Chimacum,4/24/2026 5:08:31 PM
10:50 PM,Bainbridge Island,197 Spaces,Puyallup,4/24/2026 5:08:31 PM
12:15 AM,Bainbridge Island,197 Spaces,Puyallup,4/24/2026 5:08:31 PM
12:50 AM,Bremerton,141 Spaces,Chimacum,4/24/2026 5:08:31 PM
01:35 AM,Bainbridge Island,197 Spaces,Puyallup,4/24/2026 5:08:31 PM
