Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Colman,,00:50,00:54,00:00,03/27/2026,
Kaleetan,Bremerton,,06:20,06:22,00:00,03/27/2026,
Kaleetan,Colman,,07:35,07:36,00:00,03/27/2026,
Kaleetan,Bremerton,,08:45,08:54,00:00,03/27/2026,
Kaleetan,Colman,,10:00,10:09,00:00,03/27/2026,
Kaleetan,Bremerton,,11:10,11:24,00:00,03/27/2026,
Kaleetan,Colman,,12:20,12:34,00:00,03/27/2026,
Kaleetan,Bremerton,,13:30,13:46,00:00,03/27/2026,
Kaleetan,Colman,,14:50,15:08,00:00,03/27/2026,
Kaleetan,Bremerton,,16:15,16:28,00:00,03/27/2026,
Kaleetan,Colman,,17:30,17:47,00:00,03/27/2026,
Kaleetan,Bremerton,,18:40,19:01,00:00,03/27/2026,
Kaleetan,Colman,,19:50,20:13,00:00,03/27/2026,
Kaleetan,Bremerton,,21:00,21:21,00:00,03/27/2026,
Kaleetan,Colman,,22:30,22:42,00:00,03/27/2026,
Kaleetan,Bremerton,,23:40,23:49,00:00,03/27/2026,
