Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Wenatchee,Bainbridge,Colman,00:00,00:05,00:36,05/04/2026,
Wenatchee,Colman,Bainbridge,00:45,00:47,01:18,05/04/2026,
Wenatchee,Bainbridge,Colman,01:25,01:26,01:56,05/04/2026,
Wenatchee,Colman,Bainbridge,02:10,02:10,02:42,05/04/2026,
Wenatchee,Bainbridge,Colman,05:20,05:20,05:50,05/04/2026,
Wenatchee,Colman,Bainbridge,06:10,06:11,06:43,05/04/2026,
Wenatchee,Bainbridge,Colman,07:05,07:06,07:38,05/04/2026,
Wenatchee,Colman,Bainbridge,07:55,07:57,08:32,05/04/2026,
Wenatchee,Bainbridge,Colman,08:45,08:46,09:19,05/04/2026,
Wenatchee,Colman,Bainbridge,09:35,09:38,10:11,05/04/2026,
Wenatchee,Bainbridge,Colman,10:25,10:25,10:55,05/04/2026,
Wenatchee,Colman,Bainbridge,11:25,11:25,12:06,05/04/2026,
Wenatchee,Bainbridge,Colman,12:20,12:22,12:54,05/04/2026,
Wenatchee,Colman,Bainbridge,13:10,13:12,13:46,05/04/2026,
Wenatchee,Bainbridge,Colman,14:05,14:06,14:40,05/04/2026,
Wenatchee,Colman,Bainbridge,15:00,15:02,15:34,05/04/2026,
Wenatchee,Bainbridge,Colman,15:50,15:52,16:25,05/04/2026,
Wenatchee,Colman,Bainbridge,16:45,16:48,17:19,05/04/2026,
Wenatchee,Bainbridge,Colman,17:35,17:36,18:06,05/04/2026,
Wenatchee,Colman,Bainbridge,18:30,18:31,19:06,05/04/2026,
Wenatchee,Bainbridge,Colman,19:20,19:21,19:52,05/04/2026,
Wenatchee,Colman,Bainbridge,20:15,20:16,20:48,05/04/2026,
Wenatchee,Bainbridge,Colman,21:00,21:01,21:33,05/04/2026,
Wenatchee,Colman,Bainbridge,22:05,22:07,22:40,05/04/2026,
Wenatchee,Bainbridge,Colman,05:20,05:21,05:50,05/05/2026,
Wenatchee,Colman,Bainbridge,06:10,06:10,06:43,05/05/2026,
Wenatchee,Bainbridge,Colman,07:05,07:06,07:37,05/05/2026,
Wenatchee,Colman,Bainbridge,07:55,07:57,08:28,05/05/2026,
Wenatchee,Bainbridge,Colman,08:45,08:46,09:17,05/05/2026,
Wenatchee,Colman,Bainbridge,09:35,09:37,10:07,05/05/2026,
Wenatchee,Bainbridge,Colman,10:25,10:26,10:57,05/05/2026,
Wenatchee,Colman,Bainbridge,11:25,11:27,11:59,05/05/2026,
Wenatchee,Bainbridge,Colman,12:20,12:20,12:51,05/05/2026,
Wenatchee,Colman,Bainbridge,13:10,13:12,13:44,05/05/2026,
Wenatchee,Bainbridge,Colman,14:05,14:08,14:41,05/05/2026,
Wenatchee,Colman,Bainbridge,15:00,15:05,16:15,05/05/2026,
Wenatchee,Bainbridge,Colman,15:50,16:13,16:26,05/05/2026,
Wenatchee,Colman,Bainbridge,16:45,16:47,17:18,05/05/2026,
Wenatchee,Bainbridge,Colman,17:35,17:35,18:09,05/05/2026,
Wenatchee,Colman,Bainbridge,18:30,18:31,19:04,05/05/2026,
Wenatchee,Bainbridge,Colman,19:20,19:20,19:53,05/05/2026,
