Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Spokane,Kingston,Edmonds,05:30,05:38,06:01,09/01/2026,
Spokane,Edmonds,Kingston,06:15,06:16,06:37,09/01/2026,
Spokane,Kingston,Edmonds,07:00,07:01,07:23,09/01/2026,
Spokane,Edmonds,Kingston,07:55,07:56,08:17,09/01/2026,
Spokane,Kingston,Edmonds,08:40,08:42,09:05,09/01/2026,
Spokane,Edmonds,Kingston,09:35,09:38,09:59,09/01/2026,
Spokane,Kingston,Edmonds,10:20,10:21,10:42,09/01/2026,
Spokane,Edmonds,Kingston,11:05,11:07,11:28,09/01/2026,
Spokane,Kingston,Edmonds,11:55,11:58,12:20,09/01/2026,
Spokane,Edmonds,Kingston,12:40,12:42,13:04,09/01/2026,
Spokane,Kingston,Edmonds,13:30,13:32,13:55,09/01/2026,
Spokane,Edmonds,Kingston,14:25,14:27,14:50,09/01/2026,
Spokane,Kingston,Edmonds,15:10,15:12,15:34,09/01/2026,
Spokane,Edmonds,Kingston,15:55,15:57,16:18,09/01/2026,
Spokane,Kingston,Edmonds,16:40,16:41,17:03,09/01/2026,
Spokane,Edmonds,Kingston,17:25,17:27,17:48,09/01/2026,
Spokane,Kingston,Edmonds,18:10,18:11,18:32,09/01/2026,
Spokane,Edmonds,Kingston,19:00,19:01,19:23,09/01/2026,
Spokane,Kingston,Edmonds,19:45,19:47,20:07,09/01/2026,
Spokane,Edmonds,Kingston,20:30,20:31,20:52,09/01/2026,
Spokane,Kingston,Edmonds,05:30,05:37,05:59,09/02/2026,
Spokane,Edmonds,Kingston,06:15,06:16,06:37,09/02/2026,
Spokane,Kingston,Edmonds,07:00,07:00,07:23,09/02/2026,
Spokane,Edmonds,Kingston,07:55,07:56,08:16,09/02/2026,
Spokane,Kingston,Edmonds,08:40,08:41,09:03,09/02/2026,
Spokane,Edmonds,Kingston,09:35,09:37,10:00,09/02/2026,
Spokane,Kingston,Edmonds,10:20,10:21,10:42,09/02/2026,
Spokane,Edmonds,Kingston,11:05,11:06,11:29,09/02/2026,
Spokane,Kingston,Edmonds,11:55,11:57,12:18,09/02/2026,
Spokane,Edmonds,Kingston,12:40,12:41,13:04,09/02/2026,
Spokane,Kingston,Edmonds,13:30,13:33,13:55,09/02/2026,
Spokane,Edmonds,Kingston,14:25,14:27,15:01,09/02/2026,
Spokane,Kingston,Edmonds,15:10,15:24,15:45,09/02/2026,
Spokane,Edmonds,Kingston,15:55,16:10,16:32,09/02/2026,
Spokane,Kingston,Edmonds,16:40,16:52,17:14,09/02/2026,
Spokane,Edmonds,Kingston,17:25,17:35,17:57,09/02/2026,
Spokane,Kingston,Edmonds,18:10,18:12,18:34,09/02/2026,
Spokane,Edmonds,Kingston,19:00,19:01,19:22,09/02/2026,
Spokane,Kingston,Edmonds,19:45,19:48,20:08,09/02/2026,
Spokane,Edmonds,Kingston,20:30,20:31,20:53,09/02/2026,
