Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Issaquah,Anacortes,Friday Harbor,04:05,04:05,05:12,03/13/2026,
Issaquah,Friday Harbor,Lopez,05:40,05:40,06:15,03/13/2026,
Issaquah,Lopez,Anacortes,06:25,06:25,07:11,03/13/2026,
Issaquah,Anacortes,Orcas,07:30,07:30,08:22,03/13/2026,
Issaquah,Orcas,Shaw,08:55,08:55,09:05,03/13/2026,
Issaquah,Shaw,Anacortes,09:10,09:12,10:08,03/13/2026,
Issaquah,Anacortes,Friday Harbor,10:30,10:30,11:38,03/13/2026,
Issaquah,Friday Harbor,Anacortes,12:20,12:21,13:31,03/13/2026,
Issaquah,Anacortes,Lopez,13:55,13:56,14:36,03/13/2026,
Issaquah,Lopez,Anacortes,15:05,15:05,15:50,03/13/2026,
Issaquah,Anacortes,Lopez,16:20,16:21,17:01,03/13/2026,
Issaquah,Lopez,Friday Harbor,17:15,17:15,17:50,03/13/2026,
Issaquah,Friday Harbor,Lopez,18:20,18:20,18:51,03/13/2026,
Issaquah,Lopez,Anacortes,19:05,19:05,19:51,03/13/2026,
Issaquah,Anacortes,Lopez,20:15,20:16,20:58,03/13/2026,
Issaquah,Lopez,Friday Harbor,21:10,21:10,21:43,03/13/2026,
Issaquah,Friday Harbor,Anacortes,22:05,22:06,23:15,03/13/2026,
Issaquah,Anacortes,Friday Harbor,04:05,04:07,05:14,03/14/2026,
