Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Wenatchee,Bainbridge,Colman,05:20,05:21,05:53,03/09/2026,
Wenatchee,Colman,Bainbridge,06:10,06:11,06:43,03/09/2026,
Wenatchee,Bainbridge,Colman,07:05,07:06,07:39,03/09/2026,
Wenatchee,Colman,Bainbridge,07:55,07:57,08:29,03/09/2026,
Wenatchee,Bainbridge,Colman,08:45,08:46,09:18,03/09/2026,
Wenatchee,Colman,Bainbridge,09:35,09:36,10:19,03/09/2026,
Wenatchee,Bainbridge,Colman,10:25,10:31,11:05,03/09/2026,
Wenatchee,Colman,Bainbridge,11:25,11:27,12:01,03/09/2026,
Wenatchee,Bainbridge,Colman,12:20,12:20,12:53,03/09/2026,
Wenatchee,Colman,Bainbridge,13:10,13:11,13:43,03/09/2026,
Wenatchee,Bainbridge,Colman,14:05,14:06,14:35,03/09/2026,
Wenatchee,Colman,Bainbridge,15:00,15:03,15:53,03/09/2026,
Wenatchee,Bainbridge,Colman,15:50,15:54,16:23,03/09/2026,
Wenatchee,Colman,Bainbridge,16:45,16:47,17:19,03/09/2026,
Wenatchee,Bainbridge,Colman,17:35,17:35,18:06,03/09/2026,
Wenatchee,Colman,Bainbridge,18:30,18:31,19:04,03/09/2026,
Wenatchee,Bainbridge,Colman,19:20,19:21,19:53,03/09/2026,
Wenatchee,Colman,Bainbridge,20:15,20:17,20:49,03/09/2026,
Wenatchee,Bainbridge,Colman,21:00,21:00,21:31,03/09/2026,
Wenatchee,Colman,Bainbridge,22:05,22:06,22:36,03/09/2026,
Wenatchee,Bainbridge,Colman,05:20,05:22,05:55,03/10/2026,
