Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kennewick,Port Townsend,Keystone,06:30,06:30,06:56,07/24/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:41,07/24/2026,
Kennewick,Port Townsend,Keystone,08:00,08:01,08:29,07/24/2026,
Kennewick,Keystone,Port Townsend,08:45,08:45,09:13,07/24/2026,
Kennewick,Port Townsend,Keystone,09:30,09:31,09:58,07/24/2026,
Kennewick,Keystone,Port Townsend,10:15,10:16,10:43,07/24/2026,
Kennewick,Port Townsend,Keystone,11:00,11:01,11:31,07/24/2026,
Kennewick,Keystone,Port Townsend,11:45,11:50,12:17,07/24/2026,
Kennewick,Port Townsend,Keystone,12:30,12:34,13:05,07/24/2026,
Kennewick,Keystone,Port Townsend,13:15,13:20,13:46,07/24/2026,
Kennewick,Port Townsend,Keystone,14:00,14:05,14:32,07/24/2026,
Kennewick,Keystone,Port Townsend,14:45,14:45,15:13,07/24/2026,
Kennewick,Port Townsend,Keystone,15:30,15:31,15:58,07/24/2026,
Kennewick,Keystone,Port Townsend,16:15,16:16,16:45,07/24/2026,
Kennewick,Port Townsend,Keystone,17:15,17:15,17:42,07/24/2026,
Kennewick,Keystone,Port Townsend,18:00,18:01,18:39,07/24/2026,
Kennewick,Port Townsend,Keystone,18:45,19:08,19:35,07/24/2026,
Kennewick,Keystone,Port Townsend,19:30,19:48,20:20,07/24/2026,
Kennewick,Port Townsend,Keystone,20:30,20:31,20:58,07/24/2026,
Kennewick,Keystone,Port Townsend,21:10,21:10,21:39,07/24/2026,
Kennewick,Port Townsend,Keystone,22:00,22:00,22:26,07/24/2026,
Kennewick,Keystone,Port Townsend,22:40,22:41,23:09,07/24/2026,
Kennewick,Port Townsend,Keystone,06:30,06:30,06:57,07/25/2026,
Kennewick,Keystone,Port Townsend,07:15,07:15,07:42,07/25/2026,
Kennewick,Port Townsend,Keystone,08:00,08:02,08:29,07/25/2026,
Kennewick,Keystone,Port Townsend,08:45,08:46,09:18,07/25/2026,
Kennewick,Port Townsend,Keystone,09:30,09:34,10:02,07/25/2026,
Kennewick,Keystone,Port Townsend,10:15,10:20,10:48,07/25/2026,
Kennewick,Port Townsend,Keystone,11:00,11:07,11:34,07/25/2026,
Kennewick,Keystone,Port Townsend,11:45,11:51,12:19,07/25/2026,
Kennewick,Port Townsend,Keystone,12:30,12:34,13:02,07/25/2026,
Kennewick,Keystone,Port Townsend,13:15,13:18,13:46,07/25/2026,
Kennewick,Port Townsend,Keystone,14:00,14:03,14:30,07/25/2026,
Kennewick,Keystone,Port Townsend,14:45,14:46,15:13,07/25/2026,
Kennewick,Port Townsend,Keystone,15:30,15:33,15:59,07/25/2026,
