Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kittitas,Vashon,,00:15,00:17,00:00,04/24/2026,
Kittitas,Southworth,,00:35,00:35,00:00,04/24/2026,
Kittitas,Fauntleroy,,01:05,01:11,00:00,04/24/2026,
Kittitas,Vashon,,01:30,01:30,00:00,04/24/2026,
Kittitas,Southworth,,04:10,04:10,00:00,04/24/2026,
Kittitas,Vashon,,04:30,04:31,00:00,04/24/2026,
Kittitas,Fauntleroy,,05:05,05:06,00:00,04/24/2026,
Kittitas,Vashon,,05:25,05:25,00:00,04/24/2026,
Kittitas,Southworth,,05:50,05:52,00:00,04/24/2026,
Kittitas,Vashon,Fauntleroy,06:15,06:16,06:29,04/24/2026,
Kittitas,Fauntleroy,Vashon,06:45,06:46,07:01,04/24/2026,
Kittitas,Vashon,Fauntleroy,07:15,07:18,07:37,04/24/2026,
Kittitas,Fauntleroy,Vashon,07:40,07:45,07:59,04/24/2026,
Kittitas,Vashon,Southworth,08:05,08:06,08:16,04/24/2026,
Kittitas,Southworth,Vashon,08:30,08:31,08:41,04/24/2026,
Kittitas,Vashon,Fauntleroy,09:55,10:05,10:19,04/24/2026,
Kittitas,Fauntleroy,Vashon,10:25,10:32,10:45,04/24/2026,
Kittitas,Fauntleroy,,11:30,11:33,00:00,04/24/2026,
Kittitas,Vashon,,11:55,11:59,00:00,04/24/2026,
Kittitas,Southworth,,12:15,12:17,00:00,04/24/2026,
Kittitas,Vashon,,12:40,12:40,00:00,04/24/2026,
Kittitas,Fauntleroy,,13:15,13:16,00:00,04/24/2026,
Kittitas,Vashon,,13:40,13:46,00:00,04/24/2026,
Kittitas,Fauntleroy,Vashon,14:10,14:18,14:31,04/24/2026,
Kittitas,Vashon,Southworth,14:35,14:41,14:50,04/24/2026,
Kittitas,Southworth,Vashon,15:00,15:02,15:12,04/24/2026,
Kittitas,Vashon,Fauntleroy,15:20,15:29,15:44,04/24/2026,
Kittitas,Fauntleroy,Southworth,15:50,16:06,16:24,04/24/2026,
Kittitas,Southworth,Vashon,16:25,16:37,16:46,04/24/2026,
Kittitas,Vashon,Fauntleroy,16:45,17:00,17:13,04/24/2026,
Kittitas,Vashon,Southworth,17:40,17:58,18:07,04/24/2026,
Kittitas,Southworth,Fauntleroy,18:00,18:17,18:36,04/24/2026,
Kittitas,Fauntleroy,,18:35,18:52,00:00,04/24/2026,
Kittitas,Vashon,,19:00,19:15,00:00,04/24/2026,
Kittitas,Southworth,,19:20,19:32,00:00,04/24/2026,
Kittitas,Fauntleroy,,19:55,20:00,00:00,04/24/2026,
Kittitas,Vashon,,20:15,20:22,00:00,04/24/2026,
Kittitas,Southworth,,20:35,20:39,00:00,04/24/2026,
Kittitas,Fauntleroy,,21:15,21:16,00:00,04/24/2026,
Kittitas,Vashon,,22:05,22:06,00:00,04/24/2026,
Kittitas,Fauntleroy,,22:35,22:37,00:00,04/24/2026,
Kittitas,Vashon,,23:00,23:03,00:00,04/24/2026,
Kittitas,Southworth,,23:20,23:21,00:00,04/24/2026,
Kittitas,Fauntleroy,,23:50,23:53,00:00,04/24/2026,
Kittitas,Vashon,,00:15,00:16,00:00,04/25/2026,
Kittitas,Southworth,,00:35,00:35,00:00,04/25/2026,
Kittitas,Fauntleroy,,01:05,01:12,00:00,04/25/2026,
Kittitas,Vashon,,01:30,01:31,00:00,04/25/2026,
Kittitas,Southworth,,04:20,04:20,00:00,04/25/2026,
Kittitas,Vashon,,04:40,04:40,00:00,04/25/2026,
Kittitas,Fauntleroy,,05:10,05:11,00:00,04/25/2026,
Kittitas,Vashon,,05:35,05:36,00:00,04/25/2026,
Kittitas,Southworth,Vashon,05:55,05:57,06:10,04/25/2026,
Kittitas,Vashon,Fauntleroy,06:15,06:17,06:32,04/25/2026,
Kittitas,Fauntleroy,Southworth,06:45,06:45,07:06,04/25/2026,
Kittitas,Southworth,Vashon,07:20,07:22,07:34,04/25/2026,
Kittitas,Vashon,Fauntleroy,07:40,07:42,08:00,04/25/2026,
Kittitas,Fauntleroy,Vashon,08:15,08:16,08:31,04/25/2026,
Kittitas,Vashon,Southworth,08:40,08:41,08:52,04/25/2026,
