Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tillikum,Friday Harbor,Lopez,05:50,06:04,06:45,08/11/2026,
Tillikum,Lopez,Shaw,06:40,06:57,07:18,08/11/2026,
Tillikum,Shaw,Orcas,07:05,07:23,07:32,08/11/2026,
Tillikum,Orcas,Friday Harbor,07:25,07:43,08:24,08/11/2026,
Tillikum,Friday Harbor,Lopez,08:35,08:51,09:32,08/11/2026,
Tillikum,Lopez,Shaw,09:25,09:47,10:05,08/11/2026,
Tillikum,Shaw,Orcas,09:50,10:15,10:23,08/11/2026,
Tillikum,Orcas,Friday Harbor,10:10,10:39,11:19,08/11/2026,
Tillikum,Friday Harbor,Shaw,11:20,11:42,12:29,08/11/2026,
Tillikum,Shaw,Orcas,12:15,12:41,12:49,08/11/2026,
Tillikum,Orcas,Lopez,12:35,13:06,13:28,08/11/2026,
Tillikum,Lopez,Friday Harbor,13:05,13:38,14:19,08/11/2026,
Tillikum,Lopez,Shaw,15:10,15:35,15:54,08/11/2026,
Tillikum,Shaw,Orcas,15:35,16:00,16:08,08/11/2026,
Tillikum,Orcas,Shaw,16:00,16:23,16:31,08/11/2026,
Tillikum,Shaw,Lopez,16:15,16:39,16:59,08/11/2026,
Tillikum,Lopez,Friday Harbor,16:45,17:10,17:51,08/11/2026,
Tillikum,Friday Harbor,Orcas,17:50,18:08,18:48,08/11/2026,
Tillikum,Orcas,Shaw,19:00,19:00,19:07,08/11/2026,
Tillikum,Shaw,Lopez,19:15,19:15,19:33,08/11/2026,
Tillikum,Lopez,Orcas,19:45,19:45,20:05,08/11/2026,
Tillikum,Orcas,Friday Harbor,20:15,20:15,20:54,08/11/2026,
Tillikum,Friday Harbor,Lopez,05:50,06:05,06:44,08/12/2026,
