Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Yakima,Anacortes,Lopez,06:10,06:10,06:52,09/11/2026,
Yakima,Lopez,Friday Harbor,07:00,07:00,07:32,09/11/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:05,09:15,09/11/2026,
Yakima,Anacortes,Lopez,09:35,09:37,10:19,09/11/2026,
Yakima,Lopez,Anacortes,10:45,10:45,11:29,09/11/2026,
Yakima,Anacortes,Friday Harbor,12:00,12:03,13:11,09/11/2026,
Yakima,Friday Harbor,Lopez,13:55,13:55,14:28,09/11/2026,
Yakima,Lopez,Anacortes,14:40,14:40,15:26,09/11/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:51,18:00,09/11/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:34,19:45,09/11/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:20,21:31,09/11/2026,
Yakima,Friday Harbor,Orcas,21:50,21:57,22:39,09/11/2026,
Yakima,Orcas,Shaw,22:45,22:45,22:54,09/11/2026,
Yakima,Shaw,Lopez,22:55,22:59,23:13,09/11/2026,
Yakima,Lopez,Anacortes,23:20,23:21,00:03,09/11/2026,
Yakima,Anacortes,Lopez,06:10,06:09,06:50,09/12/2026,
Yakima,Lopez,Friday Harbor,07:00,07:00,07:32,09/12/2026,
Yakima,Friday Harbor,Anacortes,08:05,08:05,09:14,09/12/2026,
Yakima,Anacortes,Lopez,09:35,09:35,10:15,09/12/2026,
Yakima,Lopez,Anacortes,10:45,10:45,11:28,09/12/2026,
Yakima,Anacortes,Friday Harbor,12:00,11:57,13:08,09/12/2026,
Yakima,Friday Harbor,Lopez,13:55,13:55,14:27,09/12/2026,
Yakima,Lopez,Anacortes,14:40,14:40,15:25,09/12/2026,
Yakima,Anacortes,Friday Harbor,16:45,16:46,18:03,09/12/2026,
Yakima,Friday Harbor,Anacortes,18:35,18:44,20:01,09/12/2026,
Yakima,Anacortes,Friday Harbor,20:15,20:22,21:30,09/12/2026,
